Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
19862,Channing Frye\fryech01,35-247,C-F,1/19/19,CLE,@,DEN,L,0,15,0,3,0,0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,2,0,-2.6
19863,Channing Frye\fryech01,35-209,C-F,12/12/18,CLE,,NYK,W,1,15,0,3,0,0,0,,0,3,0,0,0,,1,4,5,2,0,0,0,1,0,0.8
19864,Langston Galloway\gallola01,27-031,G,1/9/19,DET,@,LAL,L,0,15,5,7,0.714,0,1,0,5,6,0.833,0,0,,0,3,3,1,0,0,0,0,15,13.7
19865,Langston Galloway\gallola01,27-012,G,12/21/18,DET,@,CHO,L,0,15,0,4,0,0,1,0,0,3,0,0,0,,0,2,2,0,0,0,1,0,0,-3.2
19866,Langston Galloway\gallola01,27-034,G,1/12/19,DET,@,LAC,W,0,15,0,1,0,0,0,,0,1,0,0,0,,0,0,0,2,0,0,0,2,0,-0.1
19867,Pau Gasol\gasolpa01,38-247,F-C,3/10/19,MIL,@,SAS,L,0,15,1,3,0.333,0,2,0,1,1,1,0,0,,0,3,3,1,0,0,0,0,3,2.9
19868,Pau Gasol\gasolpa01,38-211,F-C,2/2/19,SAS,,NOP,W,0,15,3,6,0.5,3,6,0.5,0,0,,0,0,,2,2,4,4,0,0,1,0,6,6.8
19869,Pau Gasol\gasolpa01,38-115,F-C,10/29/18,SAS,,DAL,W,0,15,0,1,0,0,1,0,0,0,,0,0,,0,5,5,5,1,2,2,2,0,3.9
19870,Pau Gasol\gasolpa01,38-110,F-C,10/24/18,SAS,,IND,L,0,15,2,7,0.286,2,7,0.286,0,0,,0,0,,1,1,2,2,0,1,1,1,4,1.6
19871,Taj Gibson\gibsota01,33-255,F,3/6/19,MIN,@,DET,L,0,15,5,8,0.625,5,8,0.625,0,0,,0,0,,0,1,1,1,0,0,1,4,10,4.8
19872,Harry Giles\gilesha01,20-309,F-C,2/25/19,SAC,@,MIN,L,0,15,4,7,0.571,4,7,0.571,0,0,,0,0,,2,2,4,1,0,0,2,5,8,3.4
19873,Harry Giles\gilesha01,20-288,F-C,2/4/19,SAC,,SAS,W,0,15,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,0,6,6,0,0,0,2,5,11,4.8
19874,Harry Giles\gilesha01,20-286,F-C,2/2/19,SAC,,PHI,W,0,15,1,4,0.25,1,4,0.25,0,0,,2,2,1,1,5,6,1,0,0,1,2,4,2.7
19875,Shai Gilgeous-Alexander\gilgesh01,20-225,G,2/22/19,LAC,@,MEM,W,1,15,1,4,0.25,1,4,0.25,0,0,,4,4,1,0,2,2,4,1,0,3,2,6,4.2
19876,Marcin Gortat\gortama01,34-291,C-F,12/5/18,LAC,@,MEM,L,1,15,1,3,0.333,1,3,0.333,0,0,,0,0,,2,1,3,0,0,3,3,2,2,0.3
19877,Marcin Gortat\gortama01,34-333,C-F,1/16/19,LAC,,UTA,L,1,15,2,4,0.5,2,4,0.5,0,0,,0,0,,3,3,6,2,0,0,1,4,4,3.8
19878,Marcin Gortat\gortama01,34-276,C-F,11/20/18,LAC,@,WAS,L,1,15,4,7,0.571,4,7,0.571,0,0,,1,1,1,1,6,7,1,1,0,2,5,9,5.9
19879,Devonte' Graham\grahade01,23-276,G,11/25/18,CHO,@,ATL,L,0,15,1,3,0.333,1,1,1,0,2,0,0,0,,0,1,1,3,0,0,0,1,2,2.3
19880,Devonte' Graham\grahade01,24-037,G,3/31/19,CHO,@,GSW,L,0,15,1,5,0.2,1,2,0.5,0,3,0,0,0,,0,0,0,2,1,0,0,1,2,0.9
19881,Treveon Graham\grahatr01,25-070,G,1/6/19,BRK,@,CHI,W,0,15,0,4,0,0,2,0,0,2,0,0,0,,0,0,0,2,0,1,0,0,0,-0.7
19882,Treveon Graham\grahatr01,25-125,G,3/2/19,BRK,@,MIA,L,1,15,3,10,0.3,1,4,0.25,2,6,0.333,0,0,,2,2,4,0,0,1,0,1,8,4.5
19883,Treveon Graham\grahatr01,25-153,G,3/30/19,BRK,,BOS,W,0,15,1,1,1,0,0,,1,1,1,2,2,1,0,3,3,0,0,0,0,1,5,5.2
19884,Jerian Grant\grantje02,26-062,G,12/10/18,ORL,@,DAL,L,0,15,1,5,0.2,0,1,0,1,4,0.25,0,0,,0,1,1,3,2,0,0,3,3,3.1
19885,Jerian Grant\grantje02,26-026,G,11/4/18,ORL,@,SAS,W,0,15,3,4,0.75,1,2,0.5,2,2,1,0,2,0,0,2,2,5,1,0,0,1,8,10.3
19886,Jerian Grant\grantje02,26-065,G,12/13/18,ORL,,CHI,W,0,15,2,2,1,2,2,1,0,0,,0,0,,0,4,4,3,3,0,1,2,4,7.9
19887,Jerian Grant\grantje02,26-155,G,3/13/19,ORL,@,WAS,L,0,15,2,2,1,2,2,1,0,0,,0,0,,0,0,0,1,0,0,1,2,4,2.3
19888,Danny Green\greenda02,31-277,G-F,3/26/19,TOR,,CHI,W,1,15,3,4,0.75,1,1,1,2,3,0.667,0,0,,0,2,2,2,1,0,0,1,8,9
19889,Gerald Green\greenge01,33-046,G-F,3/13/19,HOU,,GSW,L,0,15,3,6,0.5,0,1,0,3,5,0.6,0,0,,0,1,1,0,0,0,1,0,9,5.3
19890,Gerald Green\greenge01,32-301,G-F,11/23/18,HOU,@,DET,L,0,15,0,2,0,0,0,,0,2,0,0,0,,0,1,1,0,0,0,0,0,0,-1.1
19891,Gerald Green\greenge01,33-073,G-F,4/9/19,HOU,@,OKC,L,0,15,5,9,0.556,0,0,,5,9,0.556,0,0,,0,0,0,0,1,0,0,1,15,11.3
19892,JaMychal Green\greenja01,28-276,F,3/24/19,LAC,@,NYK,W,0,15,3,6,0.5,1,3,0.333,2,3,0.667,0,0,,1,4,5,0,0,0,0,2,8,6.1
19893,JaMychal Green\greenja01,28-214,F,1/21/19,MEM,,NOP,L,0,15,2,11,0.182,1,6,0.167,1,5,0.2,0,0,,1,4,5,0,0,0,1,6,5,-3.4
19894,JaMychal Green\greenja01,28-233,F,2/9/19,LAC,@,BOS,W,0,15,1,2,0.5,1,1,1,0,1,0,0,0,,0,4,4,0,0,0,1,4,2,-0.4
19895,JaMychal Green\greenja01,28-151,F,11/19/18,MEM,,DAL,W,0,15,5,8,0.625,3,4,0.75,2,4,0.5,0,0,,3,6,9,2,0,1,2,2,12,11.6
19896,Jeff Green\greenje02,32-066,F,11/2/18,WAS,,OKC,L,0,15,0,3,0,0,2,0,0,1,0,2,2,1,0,0,0,0,0,0,0,3,2,-1.3
19897,Jeff Green\greenje02,32-070,F,11/6/18,WAS,@,DAL,L,0,15,3,4,0.75,2,3,0.667,1,1,1,1,2,0.5,1,1,2,1,0,0,2,2,8,4.9
19898,Jeff Green\greenje02,32-097,F,12/3/18,WAS,@,NYK,W,0,15,0,1,0,0,1,0,0,0,,0,1,0,0,2,2,1,0,0,0,2,0,-0.6
19899,Daniel Hamilton\hamilda02,23-153,G-F,1/8/19,ATL,@,TOR,L,0,15,2,3,0.667,1,2,0.5,1,1,1,1,2,0.5,0,1,1,1,3,0,1,3,6,6.1
19900,Maurice Harkless\harklma01,25-272,F-G,2/7/19,POR,,SAS,W,1,15,1,4,0.25,1,3,0.333,0,1,0,0,0,,0,0,0,1,0,0,2,3,2,-2.9
19901,Maurice Harkless\harklma01,25-209,F-G,12/6/18,POR,,PHO,W,1,15,3,3,1,3,3,1,0,0,,0,0,,0,1,1,0,2,0,0,4,6,5.8
19902,Montrezl Harrell\harremo01,24-279,F-C,11/1/18,LAC,@,PHI,L,0,15,3,5,0.6,3,5,0.6,0,0,,1,2,0.5,0,0,0,2,1,1,0,5,7,5.4
19903,Montrezl Harrell\harremo01,24-321,F-C,12/13/18,LAC,@,SAS,L,0,15,3,6,0.5,3,6,0.5,0,0,,0,2,0,3,1,4,0,1,0,0,1,6,5.2
19904,Devin Harris\harride01,35-294,G,12/18/18,DAL,@,DEN,L,0,15,4,7,0.571,3,3,1,1,4,0.25,0,0,,0,0,0,0,1,0,0,2,9,5.9
19905,Devin Harris\harride01,35-363,G,2/25/19,DAL,@,LAC,L,0,15,1,2,0.5,1,1,1,0,1,0,4,5,0.8,0,1,1,0,0,1,1,1,6,4.2
19906,Devin Harris\harride01,35-344,G,2/6/19,DAL,,CHO,W,0,15,1,2,0.5,0,0,,1,2,0.5,2,2,1,0,3,3,1,0,1,3,2,5,2.5
19907,Devin Harris\harride01,35-326,G,1/19/19,DAL,@,IND,L,0,15,1,5,0.2,1,3,0.333,0,2,0,0,0,,1,0,1,2,0,0,1,4,2,-1.6
19908,Devin Harris\harride01,35-274,G,11/28/18,DAL,@,HOU,W,0,15,6,8,0.75,1,2,0.5,5,6,0.833,3,3,1,0,1,1,4,0,2,0,2,20,20.5
19909,Shaquille Harrison\harrish01,25-062,G,12/7/18,CHI,,OKC,W,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,0,0,0,1,2,0,3,2,1.5
19910,Shaquille Harrison\harrish01,25-146,G,3/1/19,CHI,@,ATL,W,0,15,4,6,0.667,4,5,0.8,0,1,0,5,7,0.714,0,3,3,2,1,0,0,3,13,11.7
19911,Shaquille Harrison\harrish01,25-095,G,1/9/19,CHI,@,POR,L,0,15,2,5,0.4,1,4,0.25,1,1,1,1,1,1,0,1,1,3,1,0,1,3,6,4.5
19912,Josh Hart\hartjo01,23-360,G,3/1/19,LAL,,MIL,L,0,15,2,3,0.667,1,1,1,1,2,0.5,0,0,,0,2,2,1,0,1,0,3,5,4.5
19913,Josh Hart\hartjo01,23-264,G,11/25/18,LAL,,ORL,L,0,15,0,0,,0,0,,0,0,,0,0,,0,3,3,2,0,0,0,1,0,1.9
19914,Isaiah Hartenstein\harteis01,20-194,F,11/15/18,HOU,,GSW,W,0,15,2,4,0.5,1,3,0.333,1,1,1,1,1,1,2,3,5,1,0,0,0,1,6,6.6
19915,John Henson\hensojo01,27-303,C-F,10/27/18,MIL,,ORL,W,0,15,2,7,0.286,2,6,0.333,0,1,0,0,0,,0,5,5,3,2,1,1,0,4,5.2
19916,Juan Hernangomez\hernaju01,23-019,F,10/17/18,DEN,@,LAC,W,0,15,2,3,0.667,1,2,0.5,1,1,1,0,0,,2,4,6,1,1,1,0,1,5,8.3
19917,Juan Hernangomez\hernaju01,23-181,F,3/28/19,DEN,@,HOU,L,0,15,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
19918,Juan Hernangomez\hernaju01,23-022,F,10/20/18,DEN,,PHO,W,0,15,1,5,0.2,1,2,0.5,0,3,0,0,0,,2,4,6,0,0,0,1,1,2,0.1
19919,Willy Hernangomez\hernawi01,24-311,C,4/3/19,CHO,@,NOP,W,0,15,0,3,0,0,3,0,0,0,,0,0,,2,5,7,0,2,0,1,2,0,1
19920,Haywood Highsmith\highsha01,22-122,F,4/10/19,PHI,,CHI,W,0,15,1,2,0.5,1,1,1,0,1,0,0,2,0,0,1,1,0,1,0,1,0,2,0.5
19921,Nene Hilario\hilarne01,36-206,F-C,4/7/19,HOU,,PHO,W,0,15,4,7,0.571,4,6,0.667,0,1,0,2,2,1,1,2,3,3,0,1,0,3,10,9.6
19922,Nene Hilario\hilarne01,36-107,F-C,12/29/18,HOU,@,NOP,W,0,15,2,3,0.667,2,3,0.667,0,0,,1,2,0.5,0,3,3,2,0,0,0,3,5,4.4
19923,Nene Hilario\hilarne01,36-196,F-C,3/28/19,HOU,,DEN,W,0,15,1,4,0.25,1,4,0.25,0,0,,0,0,,2,3,5,0,0,0,0,3,2,0.7
19924,George Hill\hillge01,32-252,G,1/11/19,MIL,@,WAS,L,0,15,0,4,0,0,3,0,0,1,0,0,0,,0,1,1,0,0,0,2,2,0,-5.3
19925,George Hill\hillge01,32-257,G,1/16/19,MIL,@,MEM,W,0,15,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1,0,3,3,2,1,0,0,2,9,8.5
19926,Solomon Hill\hillso01,27-278,F,12/21/18,NOP,@,LAL,L,1,15,1,3,0.333,1,1,1,0,2,0,0,0,,1,0,1,0,2,1,0,2,2,2.9
19927,Solomon Hill\hillso01,27-357,F,3/10/19,NOP,@,ATL,L,0,15,1,4,0.25,0,2,0,1,2,0.5,0,0,,1,2,3,1,2,1,0,2,3,4.5
19928,Aaron Holiday\holidaa01,22-048,G,11/17/18,IND,,ATL,W,0,15,4,6,0.667,1,2,0.5,3,4,0.75,1,2,0.5,0,3,3,2,0,0,2,4,12,7.7
19929,Aaron Holiday\holidaa01,22-084,G,12/23/18,IND,,WAS,W,0,15,4,9,0.444,3,6,0.5,1,3,0.333,3,3,1,0,1,1,1,1,1,1,4,12,7.4
19930,Rondae Hollis-Jefferson\holliro01,24-049,F,2/21/19,BRK,,POR,L,0,15,1,6,0.167,1,6,0.167,0,0,,0,0,,1,3,4,2,1,0,1,0,2,1.2
19931,Rondae Hollis-Jefferson\holliro01,24-057,F,3/1/19,BRK,,CHO,L,0,15,3,3,1,3,3,1,0,0,,0,0,,1,3,4,3,0,0,1,2,6,7
19932,Richaun Holmes\holmeri01,25-116,F-C,2/8/19,PHO,,GSW,L,0,15,4,5,0.8,4,5,0.8,0,0,,2,4,0.5,3,1,4,0,0,0,1,4,10,7.1
19933,Richaun Holmes\holmeri01,25-131,F-C,2/23/19,PHO,@,ATL,L,0,15,2,2,1,2,2,1,0,0,,0,0,,2,1,3,1,0,1,1,5,4,3.5
19934,Richaun Holmes\holmeri01,25-024,F-C,11/8/18,PHO,,BOS,L,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,1,2,3,0,1,1,2,4,2,-0.3
19935,Richaun Holmes\holmeri01,25-149,F-C,3/13/19,PHO,,UTA,L,0,15,3,6,0.5,3,6,0.5,0,0,,5,6,0.833,1,4,5,1,2,1,1,4,11,10.3
19936,Richaun Holmes\holmeri01,25-037,F-C,11/21/18,PHO,@,CHI,L,0,15,7,11,0.636,7,11,0.636,0,0,,0,0,,3,3,6,1,0,2,1,2,14,12.4
19937,Rodney Hood\hoodro01,26-048,G-F,12/7/18,CLE,,SAC,L,1,15,1,3,0.333,1,1,1,0,2,0,2,2,1,0,0,0,1,0,0,0,2,4,2.2
19938,Kevin Huerter\huertke01,20-064,G,10/30/18,ATL,@,CLE,L,0,15,5,6,0.833,2,2,1,3,4,0.75,0,0,,1,0,1,0,0,0,2,0,13,9.5
19939,Isaac Humphries\humphis01,21-090,C,4/5/19,ATL,@,ORL,L,0,15,1,3,0.333,0,0,,1,3,0.333,0,0,,0,1,1,0,0,0,0,1,3,1.2
19940,Chandler Hutchison\hutchch01,22-244,G,12/26/18,CHI,,MIN,L,0,15,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,1,1,0,0,1,2,2.3
19941,Chandler Hutchison\hutchch01,22-246,G,12/28/18,CHI,@,WAS,W,0,15,2,2,1,2,2,1,0,0,,1,2,0.5,1,1,2,1,0,0,1,0,5,4.7
19942,Ersan Ilyasova\ilyaser01,31-249,F,1/19/19,MIL,@,ORL,W,0,15,1,1,1,0,0,,1,1,1,0,0,,0,1,1,1,1,0,0,0,3,4.7
19943,Ersan Ilyasova\ilyaser01,31-288,F,2/27/19,MIL,@,SAC,W,0,15,2,5,0.4,2,4,0.5,0,1,0,4,4,1,3,3,6,1,0,1,0,1,8,9.3
19944,Wesley Iwundu\iwundwe01,23-327,F,11/12/18,ORL,@,WAS,L,1,15,3,4,0.75,1,2,0.5,2,2,1,0,1,0,0,1,1,4,0,0,0,2,8,8.3
19945,Wesley Iwundu\iwundwe01,24-096,F,3/26/19,ORL,@,MIA,W,0,15,0,1,0,0,1,0,0,0,,0,0,,1,1,2,0,0,0,0,4,0,-1.3
19946,Wesley Iwundu\iwundwe01,24-015,F,1/4/19,ORL,@,MIN,L,0,15,2,4,0.5,2,4,0.5,0,0,,2,2,1,0,3,3,1,1,0,0,2,6,5.8
19947,Wesley Iwundu\iwundwe01,24-024,F,1/13/19,ORL,,HOU,W,0,15,2,8,0.25,2,7,0.286,0,1,0,4,5,0.8,3,1,4,0,1,1,0,2,8,6.1
19948,Wesley Iwundu\iwundwe01,23-303,F,10/19/18,ORL,,CHO,L,0,15,4,11,0.364,4,9,0.444,0,2,0,3,5,0.6,2,2,4,0,1,0,0,0,11,7.1
19949,Wesley Iwundu\iwundwe01,23-333,F,11/18/18,ORL,,NYK,W,1,15,0,0,,0,0,,0,0,,2,2,1,1,1,2,2,0,0,0,0,2,4.4
19950,Wesley Iwundu\iwundwe01,23-324,F,11/9/18,ORL,,WAS,W,1,15,1,3,0.333,1,2,0.5,0,1,0,2,2,1,1,0,1,1,0,0,1,2,4,1.9
19951,Frank Jackson\jacksfr01,20-255,G,1/14/19,NOP,@,LAC,W,0,15,1,2,0.5,1,1,1,0,1,0,1,2,0.5,1,0,1,2,0,0,0,1,3,3.3
19952,Frank Jackson\jacksfr01,20-304,G,3/4/19,NOP,@,UTA,W,0,15,2,4,0.5,2,4,0.5,0,0,,0,0,,1,1,2,0,2,0,1,3,4,2.8
19953,Frank Jackson\jacksfr01,20-253,G,1/12/19,NOP,@,MIN,L,0,15,2,4,0.5,2,3,0.667,0,1,0,0,0,,0,2,2,0,2,0,0,1,4,4.2
19954,Jaren Jackson\jacksja02,19-042,F,10/27/18,MEM,,PHO,W,1,15,2,5,0.4,2,4,0.5,0,1,0,2,2,1,0,2,2,1,1,1,1,5,6,3.3
19955,Jaren Jackson\jacksja02,19-083,F,12/7/18,MEM,@,NOP,W,1,15,1,4,0.25,1,3,0.333,0,1,0,1,2,0.5,0,0,0,0,0,1,2,4,3,-2.7
19956,Josh Jackson\jacksjo02,22-003,F-G,2/13/19,PHO,@,LAC,L,1,15,4,7,0.571,4,6,0.667,0,1,0,0,0,,0,0,0,1,1,0,5,5,8,-0.6
19957,Justin Jackson\jacksju01,23-238,G-F,11/21/18,SAC,@,UTA,W,0,15,2,3,0.667,2,2,1,0,1,0,2,2,1,1,2,3,0,0,0,0,1,6,5.6
19958,Jonas Jerebko\jerebjo01,31-240,F,10/28/18,GSW,@,BRK,W,0,15,0,2,0,0,1,0,0,1,0,4,4,1,0,6,6,2,0,0,0,0,4,5.8
19959,Jonas Jerebko\jerebjo01,31-236,F,10/24/18,GSW,,WAS,W,0,15,2,6,0.333,2,4,0.5,0,2,0,1,2,0.5,1,2,3,3,1,0,0,3,5,4.4
19960,Jonas Jerebko\jerebjo01,32-029,F,3/31/19,GSW,,CHO,W,0,15,4,7,0.571,3,4,0.75,1,3,0.333,3,3,1,2,4,6,1,3,1,1,3,12,13.5
19961,Amir Johnson\johnsam01,31-213,F-C,11/30/18,PHI,,WAS,W,0,15,2,4,0.5,1,2,0.5,1,2,0.5,0,0,,1,4,5,1,0,0,1,1,5,4.2
19962,Amir Johnson\johnsam01,31-181,F-C,10/29/18,PHI,,ATL,W,0,15,1,2,0.5,1,2,0.5,0,0,,0,0,,1,5,6,3,0,1,0,2,2,5.2
19963,Amir Johnson\johnsam01,31-170,F-C,10/18/18,PHI,,CHI,W,0,15,6,9,0.667,6,8,0.75,0,1,0,1,1,1,1,2,3,1,0,0,1,4,13,8.5
19964,James Johnson\johnsja01,31-271,F,11/18/18,MIA,,LAL,L,0,15,2,8,0.25,0,4,0,2,4,0.5,2,2,1,0,0,0,2,0,0,0,5,8,2.6
19965,Stanley Johnson\johnsst04,22-178,F,11/23/18,DET,,HOU,W,0,15,3,8,0.375,2,5,0.4,1,3,0.333,0,0,,0,1,1,0,2,0,3,0,7,1.9
19966,Stanley Johnson\johnsst04,22-204,F,12/19/18,DET,@,MIN,W,0,15,2,5,0.4,1,1,1,1,4,0.25,0,0,,0,1,1,0,1,0,3,2,5,-0.2
19967,Tyler Johnson\johnsty01,26-248,G,1/10/19,MIA,,BOS,W,0,15,4,8,0.5,1,3,0.333,3,5,0.6,0,0,,0,3,3,1,0,0,0,2,11,7.8
19968,Wesley Johnson\johnswe01,31-144,F-G,12/2/18,NOP,@,CHO,W,1,15,1,3,0.333,0,1,0,1,2,0.5,0,0,,0,2,2,0,1,0,1,0,3,1.9
19969,Wesley Johnson\johnswe01,31-212,F-G,2/8/19,WAS,,CLE,W,0,15,1,3,0.333,1,1,1,0,2,0,0,0,,0,1,1,0,0,1,2,1,2,-1.1
19970,Derrick Jones\jonesde02,22-028,F,3/15/19,MIA,,MIL,L,0,15,3,6,0.5,3,4,0.75,0,2,0,3,6,0.5,2,1,3,1,1,0,0,1,9,7.8
19971,Jalen Jones\jonesja04,25-220,G,1/2/19,CLE,,MIA,L,0,15,2,5,0.4,1,2,0.5,1,3,0.333,4,4,1,0,1,1,1,0,0,1,1,9,5.9
19972,Jalen Jones\jonesja04,25-226,G,1/8/19,CLE,,IND,L,0,15,1,4,0.25,1,2,0.5,0,2,0,0,0,,1,0,1,0,0,0,0,2,2,-0.5
19973,Tyus Jones\jonesty01,22-205,G,12/1/18,MIN,,BOS,L,0,15,0,1,0,0,0,,0,1,0,0,0,,1,0,1,2,0,0,0,2,0,0.6
19974,Tyus Jones\jonesty01,22-192,G,11/18/18,MIN,,MEM,L,0,15,1,3,0.333,1,1,1,0,2,0,0,0,,1,3,4,4,0,0,0,0,2,4.7
19975,Tyus Jones\jonesty01,22-299,G,3/5/19,MIN,,OKC,W,0,15,1,2,0.5,1,2,0.5,0,0,,0,0,,0,1,1,2,0,0,1,2,2,0.9
19976,Tyus Jones\jonesty01,22-179,G,11/5/18,MIN,@,LAC,L,0,15,2,5,0.4,2,2,1,0,3,0,0,0,,0,1,1,3,1,0,1,0,4,3.7
19977,Tyus Jones\jonesty01,22-223,G,12/19/18,MIN,,DET,L,0,15,0,3,0,0,2,0,0,1,0,0,0,,0,0,0,5,1,0,0,0,0,2.4
19978,DeAndre Jordan\jordade01,30-232,C,3/10/19,NYK,@,MIN,L,1,15,1,8,0.125,1,8,0.125,0,0,,0,0,,2,3,5,2,0,1,0,1,2,0.8
19979,Cory Joseph\josepco01,27-070,G,10/29/18,IND,,POR,L,0,15,1,4,0.25,1,4,0.25,0,0,,0,0,,0,0,0,0,0,0,1,2,2,-2.2
19980,Frank Kaminsky\kaminfr01,25-338,F-C,3/8/19,CHO,,WAS,W,0,15,2,8,0.25,2,4,0.5,0,4,0,0,0,,3,6,9,1,0,0,1,1,4,2.4
19981,Enes Kanter\kanteen01,26-180,C,11/16/18,NYK,@,NOP,L,0,15,3,5,0.6,3,5,0.6,0,0,,2,2,1,3,2,5,0,1,0,2,4,8,5.8
19982,Michael Kidd-Gilchrist\kiddgmi01,25-138,F,2/11/19,CHO,@,IND,L,0,15,1,5,0.2,1,4,0.25,0,1,0,2,2,1,1,0,1,0,0,0,0,0,4,1.6
19983,Michael Kidd-Gilchrist\kiddgmi01,25-091,F,12/26/18,CHO,@,BRK,L,0,15,2,4,0.5,2,4,0.5,0,0,,3,4,0.75,0,3,3,1,0,0,3,2,7,2.4
19984,Michael Kidd-Gilchrist\kiddgmi01,25-072,F,12/7/18,CHO,,DEN,W,0,15,2,4,0.5,2,4,0.5,0,0,,2,2,1,2,3,5,0,0,1,0,3,6,5.8
19985,Brandon Knight\knighbr03,27-073,G,2/13/19,CLE,,BRK,L,1,15,3,8,0.375,3,4,0.75,0,4,0,0,0,,0,1,1,4,1,0,2,0,6,3.7
19986,Furkan Korkmaz\korkmfu01,21-131,G,12/2/18,PHI,,MEM,W,0,15,2,4,0.5,0,1,0,2,3,0.667,0,0,,0,1,1,2,2,0,0,0,6,7.7
19987,Furkan Korkmaz\korkmfu01,21-113,G,11/14/18,PHI,@,ORL,L,0,15,3,7,0.429,1,5,0.2,2,2,1,0,0,,0,3,3,1,1,0,0,0,8,6.9
19988,Kyle Korver\korveky01,37-227,G-F,10/30/18,CLE,,ATL,W,0,15,1,5,0.2,1,1,1,0,4,0,1,2,0.5,0,3,3,0,0,0,0,1,3,0
19989,Kyle Korver\korveky01,37-326,G-F,2/6/19,UTA,,PHO,W,0,15,1,5,0.2,0,1,0,1,4,0.25,0,1,0,0,0,0,0,0,0,1,0,3,-1.5
19990,Kyle Korver\korveky01,37-224,G-F,10/27/18,CLE,,IND,L,0,15,2,4,0.5,2,2,1,0,2,0,0,0,,0,0,0,2,0,0,2,2,4,0.6
19991,Kyle Korver\korveky01,38-010,G-F,3/27/19,UTA,,LAL,W,0,15,1,4,0.25,0,0,,1,4,0.25,0,0,,0,5,5,2,0,0,0,0,3,3.5
19992,Kyle Korver\korveky01,37-343,G-F,2/23/19,UTA,,DAL,W,0,15,1,7,0.143,0,1,0,1,6,0.167,4,4,1,0,4,4,1,0,0,1,1,7,3
19993,Kyle Korver\korveky01,37-267,G-F,12/9/18,UTA,@,SAS,L,0,15,2,6,0.333,1,3,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,0,1,5,1.2
19994,Kyle Korver\korveky01,37-262,G-F,12/4/18,UTA,,SAS,W,0,15,5,8,0.625,2,4,0.5,3,4,0.75,2,3,0.667,0,1,1,1,1,0,3,3,15,8.8
19995,Kosta Koufos\koufoko01,29-300,C,12/21/18,SAC,,MEM,W,1,15,2,7,0.286,2,7,0.286,0,0,,0,0,,4,4,8,0,0,2,0,1,4,4.9
19996,Kosta Koufos\koufoko01,30-039,C,4/4/19,SAC,,CLE,W,0,15,4,7,0.571,4,7,0.571,0,0,,0,1,0,2,1,3,1,0,1,2,1,8,5
19997,Kosta Koufos\koufoko01,29-280,C,12/1/18,SAC,,IND,W,0,15,0,3,0,0,3,0,0,0,,0,0,,1,6,7,1,0,1,2,0,0,-0.2
19998,Kosta Koufos\koufoko01,29-293,C,12/14/18,SAC,,GSW,L,0,15,0,0,,0,0,,0,0,,0,0,,0,6,6,4,1,0,1,1,0,4.2
19999,Kosta Koufos\koufoko01,29-305,C,12/26/18,SAC,@,LAC,L,0,15,4,6,0.667,4,6,0.667,0,0,,0,0,,2,1,3,0,2,1,1,2,8,8
20000,Kosta Koufos\koufoko01,29-289,C,12/10/18,SAC,@,CHI,W,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,2,2,0,1,1,0,3,2,1.4
20001,Rodions Kurucs\kurucro01,20-257,F,10/20/18,BRK,@,IND,L,0,15,5,9,0.556,3,4,0.75,2,5,0.4,0,0,,2,4,6,0,0,0,2,1,12,7.9
20002,Jake Layman\laymaja01,24-244,F,11/6/18,POR,,MIL,W,1,15,4,9,0.444,2,3,0.667,2,6,0.333,0,0,,0,2,2,0,1,1,0,0,10,7.6
20003,Jake Layman\laymaja01,25-027,F,4/3/19,POR,,MEM,W,0,15,4,6,0.667,4,5,0.8,0,1,0,0,0,,1,2,3,1,0,0,0,5,8,5.4
20004,Jake Layman\laymaja01,24-276,F,12/8/18,POR,,MIN,W,0,15,2,10,0.2,2,4,0.5,0,6,0,2,2,1,1,1,2,0,2,0,0,3,6,1.6
20005,Jake Layman\laymaja01,24-254,F,11/16/18,POR,@,MIN,L,1,15,1,5,0.2,1,3,0.333,0,2,0,2,4,0.5,1,0,1,0,0,0,0,0,4,0.8
20006,Jake Layman\laymaja01,24-237,F,10/30/18,POR,@,HOU,W,1,15,3,5,0.6,2,4,0.5,1,1,1,0,0,,0,1,1,0,0,0,0,0,7,5
20007,T.J. Leaf\leaftj01,21-299,F,2/23/19,IND,@,WAS,W,0,15,2,3,0.667,2,3,0.667,0,0,,0,0,,1,0,1,1,0,0,0,1,4,3.7
20008,T.J. Leaf\leaftj01,21-275,F,1/30/19,IND,@,WAS,L,0,15,5,7,0.714,5,6,0.833,0,1,0,2,2,1,0,3,3,0,0,1,1,2,12,8.9
