Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
10719,Spencer Dinwiddie\dinwisp01,25-261,G,12/23/18,BRK,,PHO,W,0,26,7,14,0.5,5,9,0.556,2,5,0.4,8,9,0.889,0,2,2,7,0,0,3,3,24,17.9
10720,Spencer Dinwiddie\dinwisp01,25-197,G,10/20/18,BRK,@,IND,L,0,26,4,11,0.364,2,6,0.333,2,5,0.4,3,4,0.75,0,1,1,4,1,0,1,4,13,8
10721,Spencer Dinwiddie\dinwisp01,26-001,G,4/7/19,BRK,@,IND,W,0,26,3,8,0.375,2,2,1,1,6,0.167,5,5,1,0,2,2,6,0,0,3,4,12,7.8
10722,Luka Doncic\doncilu01,20-002,G-F,3/2/19,DAL,,MEM,L,1,26,7,14,0.5,6,6,1,1,8,0.125,7,12,0.583,0,4,4,2,2,2,2,1,22,16.6
10723,Luka Doncic\doncilu01,20-021,G-F,3/21/19,DAL,@,SAC,L,1,26,4,19,0.211,2,9,0.222,2,10,0.2,3,5,0.6,1,9,10,3,0,0,1,1,13,4.6
10724,Luka Doncic\doncilu01,19-311,G-F,1/5/19,DAL,@,PHI,L,1,26,4,16,0.25,3,8,0.375,1,8,0.125,5,10,0.5,0,9,9,4,2,0,0,1,14,9.5
10725,Luka Doncic\doncilu01,19-285,G-F,12/10/18,DAL,,ORL,W,1,26,2,11,0.182,2,6,0.333,0,5,0,3,3,1,1,10,11,9,1,0,2,1,7,8.7
10726,Luka Doncic\doncilu01,19-308,G-F,1/2/19,DAL,@,CHO,W,1,26,7,16,0.438,4,9,0.444,3,7,0.429,1,2,0.5,1,9,10,4,0,0,2,0,18,13.4
10727,Tyler Dorsey\dorsety01,23-046,G,4/5/19,MEM,@,DAL,W,1,26,7,15,0.467,6,8,0.75,1,7,0.143,2,2,1,1,8,9,1,0,0,1,1,17,11.7
10728,Tyler Dorsey\dorsety01,23-033,G,3/23/19,MEM,,MIN,L,1,26,3,13,0.231,2,7,0.286,1,6,0.167,1,1,1,2,3,5,1,1,0,1,3,8,1.9
10729,Damyean Dotson\dotsoda01,24-266,G,1/27/19,NYK,,MIA,L,0,26,5,9,0.556,3,4,0.75,2,5,0.4,2,5,0.4,0,1,1,4,2,1,2,0,14,12.3
10730,Goran Dragic\dragigo01,32-324,G,3/26/19,MIA,,ORL,L,0,26,1,6,0.167,1,4,0.25,0,2,0,0,0,,0,0,0,3,0,0,2,4,2,-3.3
10731,Andre Drummond\drumman01,25-140,C,12/28/18,DET,@,IND,L,1,26,6,11,0.545,6,10,0.6,0,1,0,0,0,,6,6,12,0,1,3,3,3,12,11.6
10732,Andre Drummond\drumman01,25-178,C,2/4/19,DET,,DEN,W,1,26,12,14,0.857,12,14,0.857,0,0,,3,3,1,6,6,12,3,0,3,2,4,27,28.6
10733,Andre Drummond\drumman01,25-204,C,3/2/19,DET,@,CLE,W,1,26,3,5,0.6,3,5,0.6,0,0,,7,8,0.875,1,9,10,2,0,1,1,4,13,13.2
10734,Jared Dudley\dudleja01,33-178,F-G,1/4/19,BRK,@,MEM,W,1,26,0,4,0,0,2,0,0,2,0,0,0,,0,1,1,0,1,0,1,1,0,-2.9
10735,Jared Dudley\dudleja01,33-130,F-G,11/17/18,BRK,,LAC,L,1,26,2,2,1,1,1,1,1,1,1,0,0,,0,2,2,1,0,0,0,1,5,5.3
10736,Kris Dunn\dunnkr01,24-274,G,12/17/18,CHI,@,OKC,L,1,26,5,8,0.625,5,8,0.625,0,0,,2,2,1,0,2,2,7,1,0,4,3,12,9.7
10737,Kris Dunn\dunnkr01,24-270,G,12/13/18,CHI,@,ORL,L,0,26,2,5,0.4,1,4,0.25,1,1,1,0,0,,0,4,4,2,1,0,4,4,5,0.3
10738,Kris Dunn\dunnkr01,24-353,G,3/6/19,CHI,,PHI,W,1,26,2,6,0.333,2,4,0.5,0,2,0,0,0,,1,4,5,4,2,1,0,2,4,7.2
10739,Kevin Durant\duranke01,30-023,F-G,10/22/18,GSW,,PHO,W,1,26,9,17,0.529,7,14,0.5,2,3,0.667,2,2,1,0,4,4,3,1,0,3,3,22,13.8
10740,Wayne Ellington\ellinwa01,31-108,G,3/17/19,DET,,TOR,W,1,26,4,10,0.4,3,4,0.75,1,6,0.167,0,0,,0,2,2,1,0,0,1,3,9,2.7
10741,Wayne Ellington\ellinwa01,30-348,G,11/12/18,MIA,,PHI,L,0,26,4,11,0.364,0,1,0,4,10,0.4,2,2,1,1,2,3,1,0,0,1,1,14,8.5
10742,Wayne Ellington\ellinwa01,30-350,G,11/14/18,MIA,@,BRK,W,0,26,3,6,0.5,1,1,1,2,5,0.4,0,0,,0,1,1,3,3,0,0,2,8,9.6
10743,Joel Embiid\embiijo01,24-278,C,12/19/18,PHI,,NYK,W,1,26,10,17,0.588,10,17,0.588,0,0,,4,4,1,3,7,10,3,0,1,4,4,24,17.5
10744,Joel Embiid\embiijo01,24-245,C,11/16/18,PHI,,UTA,W,1,26,7,20,0.35,6,16,0.375,1,4,0.25,8,9,0.889,1,6,7,2,2,3,1,4,23,16.8
10745,Jawun Evans\evansja01,22-138,G,12/11/18,PHO,@,SAS,L,0,26,2,7,0.286,2,7,0.286,0,0,,0,0,,0,3,3,3,2,0,3,2,4,1.1
10746,Tyreke Evans\evansty01,29-139,G-F,2/5/19,IND,,LAL,W,1,26,2,7,0.286,0,3,0,2,4,0.5,1,2,0.5,0,6,6,6,1,0,1,2,7,7.7
10747,Tyreke Evans\evansty01,29-203,G-F,4/10/19,IND,@,ATL,W,1,26,9,14,0.643,4,6,0.667,5,8,0.625,4,5,0.8,0,2,2,5,0,0,3,4,27,19.9
10748,Dante Exum\exumda01,23-169,G,12/29/18,UTA,,NYK,W,1,26,6,11,0.545,6,9,0.667,0,2,0,1,1,1,0,0,0,13,0,0,1,2,13,15
10749,Dante Exum\exumda01,23-096,G,10/17/18,UTA,@,SAC,W,0,26,4,9,0.444,3,6,0.5,1,3,0.333,4,7,0.571,1,3,4,4,0,0,1,1,13,10.1
10750,Kenneth Faried\farieke01,29-065,F,1/23/19,HOU,@,NYK,W,1,26,5,11,0.455,5,9,0.556,0,2,0,1,4,0.25,4,4,8,1,3,3,2,2,11,11.1
10751,Kenneth Faried\farieke01,29-098,F,2/25/19,HOU,,ATL,W,1,26,5,10,0.5,4,8,0.5,1,2,0.5,2,2,1,7,3,10,0,0,2,2,0,13,13.2
10752,Derrick Favors\favorde01,27-241,F-C,3/13/19,UTA,@,PHO,W,1,26,8,14,0.571,7,11,0.636,1,3,0.333,1,2,0.5,3,4,7,7,1,1,1,1,18,19.5
10753,Derrick Favors\favorde01,27-180,F-C,1/11/19,UTA,,LAL,W,1,26,4,10,0.4,4,8,0.5,0,2,0,7,9,0.778,4,9,13,1,0,1,0,1,15,15.3
10754,Derrick Favors\favorde01,27-248,F-C,3/20/19,UTA,@,NYK,W,1,26,4,4,1,4,4,1,0,0,,2,4,0.5,1,4,5,1,0,2,0,3,10,10.8
10755,Derrick Favors\favorde01,27-157,F-C,12/19/18,UTA,,GSW,W,1,26,5,7,0.714,5,5,1,0,2,0,2,2,1,4,5,9,1,0,1,3,1,12,11.4
10756,Derrick Favors\favorde01,27-144,F-C,12/6/18,UTA,,HOU,W,0,26,10,13,0.769,10,13,0.769,0,0,,4,4,1,6,4,10,0,1,1,1,2,24,24.2
10757,Cristiano Felicio\feliccr01,26-112,F-C,10/27/18,CHI,@,ATL,W,0,26,1,2,0.5,1,2,0.5,0,0,,0,0,,0,8,8,2,1,1,2,1,2,4.1
10758,Terrance Ferguson\fergute01,20-202,G-F,12/5/18,OKC,@,BRK,W,1,26,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,1,1,0,0,0,0,3,8,3.4
10759,Terrance Ferguson\fergute01,20-327,G-F,4/9/19,OKC,,HOU,W,1,26,6,10,0.6,3,4,0.75,3,6,0.5,1,1,1,0,3,3,1,0,0,2,3,16,9.8
10760,Terrance Ferguson\fergute01,20-325,G-F,4/7/19,OKC,@,MIN,W,1,26,4,5,0.8,2,2,1,2,3,0.667,1,2,0.5,2,2,4,2,0,0,0,3,11,10.9
10761,Terrance Ferguson\fergute01,20-179,G-F,11/12/18,OKC,,PHO,W,1,26,2,7,0.286,1,4,0.25,1,3,0.333,0,0,,1,2,3,0,0,1,0,2,5,2.1
10762,Terrance Ferguson\fergute01,20-204,G-F,12/7/18,OKC,@,CHI,L,1,26,3,5,0.6,2,4,0.5,1,1,1,0,0,,0,2,2,0,0,0,0,1,7,4.9
10763,Terrance Ferguson\fergute01,20-166,G-F,10/30/18,OKC,,LAC,W,1,26,1,1,1,1,1,1,0,0,,0,0,,0,0,0,1,1,1,0,4,2,2.5
10764,Yogi Ferrell\ferreyo01,25-243,G,1/7/19,SAC,,ORL,W,0,26,3,9,0.333,1,4,0.25,2,5,0.4,2,2,1,0,3,3,4,2,0,0,1,10,10.2
10765,Dorian Finney-Smith\finnedo01,25-254,F,1/13/19,DAL,,GSW,L,0,26,3,7,0.429,2,4,0.5,1,3,0.333,0,0,,3,4,7,2,2,0,0,0,7,10
10766,Dorian Finney-Smith\finnedo01,25-308,F,3/8/19,DAL,@,ORL,L,1,26,2,5,0.4,1,2,0.5,1,3,0.333,0,0,,3,2,5,1,0,0,2,2,5,2.9
10767,Dorian Finney-Smith\finnedo01,25-280,F,2/8/19,DAL,,MIL,L,1,26,3,7,0.429,0,1,0,3,6,0.5,0,0,,1,2,3,1,0,1,1,1,9,6.6
10768,Bryn Forbes\forbebr01,25-104,G,11/4/18,SAS,,ORL,L,1,26,5,13,0.385,3,8,0.375,2,5,0.4,1,1,1,0,1,1,2,0,0,1,4,13,5
10769,Bryn Forbes\forbebr01,25-123,G,11/23/18,SAS,@,IND,W,1,26,5,10,0.5,2,4,0.5,3,6,0.5,0,0,,0,3,3,2,0,0,4,4,13,4.7
10770,Bryn Forbes\forbebr01,25-222,G,3/2/19,SAS,,OKC,W,1,26,6,9,0.667,3,4,0.75,3,5,0.6,1,2,0.5,0,4,4,1,1,0,1,3,16,12.4
10771,Bryn Forbes\forbebr01,25-121,G,11/21/18,SAS,,MEM,L,1,26,3,11,0.273,3,5,0.6,0,6,0,0,0,,1,3,4,2,0,0,0,3,6,1.3
10772,Bryn Forbes\forbebr01,25-261,G,4/10/19,SAS,,DAL,W,1,26,3,8,0.375,0,2,0,3,6,0.5,1,1,1,0,4,4,2,1,0,0,1,10,8.8
10773,Evan Fournier\fournev01,26-070,G-F,1/7/19,ORL,@,SAC,L,1,26,4,8,0.5,0,2,0,4,6,0.667,3,3,1,0,1,1,1,0,0,3,2,15,8.2
10774,De'Aaron Fox\foxde01,20-340,G,11/25/18,SAC,,UTA,L,1,26,5,11,0.455,4,9,0.444,1,2,0.5,2,5,0.4,0,2,2,3,3,1,3,0,13,9.5
10775,De'Aaron Fox\foxde01,20-319,G,11/4/18,SAC,@,MIL,L,1,26,6,14,0.429,3,9,0.333,3,5,0.6,0,0,,0,6,6,6,0,0,2,1,15,11.2
10776,Markelle Fultz\fultzma01,20-162,G,11/7/18,PHI,@,IND,W,1,26,3,7,0.429,3,7,0.429,0,0,,1,2,0.5,1,2,3,4,3,0,1,3,7,7.8
10777,Markelle Fultz\fultzma01,20-159,G,11/4/18,PHI,@,BRK,L,1,26,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,3,1,4,0,1,0,1,4,9,5
10778,Danilo Gallinari\gallida01,30-187,F,2/11/19,LAC,@,MIN,L,1,26,2,10,0.2,1,3,0.333,1,7,0.143,7,8,0.875,0,5,5,1,1,0,2,3,12,5.4
10779,Danilo Gallinari\gallida01,30-083,F,10/30/18,LAC,@,OKC,L,1,26,7,15,0.467,4,11,0.364,3,4,0.75,10,10,1,1,2,3,0,2,0,1,2,27,20.8
10780,Danilo Gallinari\gallida01,30-081,F,10/28/18,LAC,,WAS,W,1,26,4,14,0.286,3,11,0.273,1,3,0.333,2,2,1,2,5,7,2,2,1,2,0,11,7.8
10781,Langston Galloway\gallola01,26-315,G,10/20/18,DET,@,CHI,W,0,26,2,7,0.286,0,0,,2,7,0.286,0,0,,1,0,1,3,1,0,0,0,6,5.7
10782,Langston Galloway\gallola01,27-117,G,4/5/19,DET,@,OKC,L,0,26,4,10,0.4,3,5,0.6,1,5,0.2,2,2,1,1,1,2,1,0,0,0,2,11,6.5
10783,Langston Galloway\gallola01,27-105,G,3/24/19,DET,@,GSW,L,0,26,5,8,0.625,3,3,1,2,5,0.4,0,0,,0,0,0,1,0,0,0,0,12,9.1
10784,Langston Galloway\gallola01,27-121,G,4/9/19,DET,,MEM,W,0,26,2,8,0.25,1,3,0.333,1,5,0.2,2,2,1,2,1,3,0,1,0,0,1,7,4.5
10785,Langston Galloway\gallola01,26-347,G,11/21/18,DET,@,HOU,L,0,26,4,6,0.667,0,1,0,4,5,0.8,1,1,1,0,2,2,1,0,0,1,2,13,9.9
10786,Langston Galloway\gallola01,27-111,G,3/30/19,DET,,POR,W,0,26,4,8,0.5,3,5,0.6,1,3,0.333,3,4,0.75,0,1,1,1,1,0,1,2,12,7.8
10787,Langston Galloway\gallola01,26-333,G,11/7/18,DET,@,ORL,W,0,26,4,8,0.5,0,0,,4,8,0.5,0,0,,0,6,6,3,0,0,1,2,12,10.1
10788,Langston Galloway\gallola01,27-099,G,3/18/19,DET,@,CLE,L,0,26,4,10,0.4,1,3,0.333,3,7,0.429,2,2,1,0,0,0,0,0,0,0,3,13,6.4
10789,Marc Gasol\gasolma01,33-322,C,12/17/18,MEM,@,GSW,L,1,26,5,9,0.556,4,6,0.667,1,3,0.333,4,4,1,0,6,6,6,1,0,1,3,15,15.5
10790,Marc Gasol\gasolma01,33-361,C,1/25/19,MEM,,SAC,L,1,26,4,9,0.444,3,7,0.429,1,2,0.5,2,2,1,1,9,10,1,0,0,4,4,11,4.8
10791,Marc Gasol\gasolma01,34-044,C,3/14/19,TOR,,LAL,W,1,26,5,10,0.5,3,6,0.5,2,4,0.5,3,3,1,2,5,7,4,2,0,2,3,15,14.5
10792,Rudy Gay\gayru01,32-191,F,2/24/19,SAS,@,NYK,L,1,26,4,10,0.4,3,8,0.375,1,2,0.5,1,1,1,0,5,5,2,1,0,0,1,10,8.1
10793,Rudy Gay\gayru01,32-068,F,10/24/18,SAS,,IND,L,1,26,5,10,0.5,4,9,0.444,1,1,1,0,0,,2,8,10,2,1,0,2,1,11,9.8
10794,Rudy Gay\gayru01,32-171,F,2/4/19,SAS,@,SAC,L,1,26,5,14,0.357,5,13,0.385,0,1,0,1,1,1,1,4,5,3,1,1,1,2,11,7.1
10795,Rudy Gay\gayru01,32-112,F,12/7/18,SAS,,LAL,W,1,26,4,8,0.5,2,4,0.5,2,4,0.5,0,0,,1,5,6,2,2,1,3,1,10,8.9
10796,Rudy Gay\gayru01,32-120,F,12/15/18,SAS,,CHI,L,1,26,4,8,0.5,4,7,0.571,0,1,0,4,4,1,1,5,6,4,0,1,3,5,12,8.7
10797,Rudy Gay\gayru01,32-094,F,11/19/18,SAS,@,NOP,L,1,26,6,18,0.333,6,14,0.429,0,4,0,5,5,1,5,1,6,1,0,0,3,2,17,7.5
10798,Rudy Gay\gayru01,32-197,F,3/2/19,SAS,,OKC,W,0,26,9,16,0.563,7,13,0.538,2,3,0.667,2,2,1,1,7,8,1,1,0,1,2,22,17.1
10799,Rudy Gay\gayru01,32-134,F,12/29/18,SAS,@,LAC,W,1,26,5,13,0.385,5,10,0.5,0,3,0,2,2,1,1,2,3,2,2,0,2,6,12,5.2
10800,Taj Gibson\gibsota01,33-196,F,1/6/19,MIN,,LAL,W,1,26,6,8,0.75,6,8,0.75,0,0,,0,0,,3,8,11,0,0,1,2,3,12,10.8
10801,Taj Gibson\gibsota01,33-187,F,12/28/18,MIN,,ATL,L,1,26,2,3,0.667,2,3,0.667,0,0,,0,0,,1,4,5,0,1,1,4,2,4,1.5
10802,Taj Gibson\gibsota01,33-185,F,12/26/18,MIN,@,CHI,W,1,26,6,9,0.667,5,8,0.625,1,1,1,3,3,1,1,2,3,2,0,0,0,3,16,13.6
10803,Taj Gibson\gibsota01,33-152,F,11/23/18,MIN,@,BRK,W,1,26,6,7,0.857,5,6,0.833,1,1,1,3,3,1,2,9,11,1,3,1,0,5,16,20
10804,Taj Gibson\gibsota01,33-192,F,1/2/19,MIN,@,BOS,L,1,26,4,7,0.571,4,5,0.8,0,2,0,0,0,,2,3,5,1,0,0,2,4,8,4.1
10805,Shai Gilgeous-Alexander\gilgesh01,20-210,G,2/7/19,LAC,@,IND,L,1,26,2,4,0.5,2,3,0.667,0,1,0,4,4,1,1,0,1,6,0,1,5,4,8,5
10806,Shai Gilgeous-Alexander\gilgesh01,20-101,G,10/21/18,LAC,,HOU,W,0,26,4,8,0.5,4,7,0.571,0,1,0,4,4,1,1,4,5,4,1,0,2,0,12,11.7
10807,Shai Gilgeous-Alexander\gilgesh01,20-206,G,2/3/19,LAC,@,TOR,L,1,26,9,15,0.6,9,15,0.6,0,0,,1,2,0.5,1,4,5,3,1,2,1,0,19,17.1
10808,Shai Gilgeous-Alexander\gilgesh01,20-239,G,3/8/19,LAC,,OKC,W,1,26,3,7,0.429,2,5,0.4,1,2,0.5,2,2,1,0,1,1,1,1,0,1,4,9,4.7
10809,Shai Gilgeous-Alexander\gilgesh01,20-167,G,12/26/18,LAC,,SAC,W,1,26,6,11,0.545,5,9,0.556,1,2,0.5,0,0,,1,3,4,1,0,0,0,2,13,9.2
10810,Shai Gilgeous-Alexander\gilgesh01,20-212,G,2/9/19,LAC,@,BOS,W,1,26,5,8,0.625,4,6,0.667,1,2,0.5,3,4,0.75,1,3,4,5,2,1,5,3,14,11.6
10811,Rudy Gobert\goberru01,26-267,C,3/20/19,UTA,@,NYK,W,1,26,7,7,1,7,7,1,0,0,,4,4,1,3,6,9,2,1,0,2,2,18,19.4
10812,Rudy Gobert\goberru01,26-169,C,12/12/18,UTA,,MIA,W,1,26,4,7,0.571,4,7,0.571,0,0,,2,4,0.5,0,11,11,2,2,2,0,3,10,12.8
10813,Rudy Gobert\goberru01,26-141,C,11/14/18,UTA,@,DAL,L,1,26,4,6,0.667,4,6,0.667,0,0,,2,6,0.333,4,7,11,2,3,0,0,1,10,14.7
10814,Rudy Gobert\goberru01,26-270,C,3/23/19,UTA,@,CHI,W,1,26,9,11,0.818,9,11,0.818,0,0,,3,7,0.429,6,8,14,2,0,4,0,2,21,25.3
10815,Aaron Gordon\gordoaa01,23-147,F,2/10/19,ORL,@,ATL,W,1,26,4,9,0.444,2,4,0.5,2,5,0.4,2,4,0.5,0,3,3,3,0,1,1,4,12,7.6
10816,Eric Gordon\gordoer01,30-082,G,3/17/19,HOU,,MIN,W,1,26,4,12,0.333,0,1,0,4,11,0.364,0,0,,0,1,1,2,0,1,0,0,12,7.6
10817,Eric Gordon\gordoer01,30-098,G,4/2/19,HOU,@,SAC,W,1,26,6,12,0.5,1,2,0.5,5,10,0.5,2,3,0.667,0,1,1,0,1,0,1,2,19,12.1
10818,Eric Gordon\gordoer01,29-340,G,11/30/18,HOU,@,SAS,W,0,26,8,16,0.5,1,5,0.2,7,11,0.636,3,4,0.75,1,2,3,2,0,0,0,0,26,20.3
10819,Devonte' Graham\grahade01,23-317,G,1/5/19,CHO,@,DEN,L,1,26,3,9,0.333,1,4,0.25,2,5,0.4,2,2,1,0,3,3,8,0,0,0,2,10,10.6
10820,Treveon Graham\grahatr01,25-071,G,1/7/19,BRK,@,BOS,L,0,26,3,10,0.3,2,2,1,1,8,0.125,2,2,1,1,1,2,0,0,0,2,1,9,1.8
10821,Jerami Grant\grantje01,24-360,F,3/7/19,OKC,@,POR,W,1,26,6,9,0.667,5,7,0.714,1,2,0.5,1,1,1,3,3,6,0,1,1,0,5,14,12.8
10822,Jerami Grant\grantje01,24-275,F,12/12/18,OKC,@,NOP,L,1,26,3,8,0.375,2,3,0.667,1,5,0.2,0,0,,2,3,5,1,0,1,0,5,7,4.3
10823,Jerami Grant\grantje01,24-252,F,11/19/18,OKC,@,SAC,L,1,26,3,9,0.333,3,9,0.333,0,0,,2,2,1,0,1,1,0,0,1,1,2,8,2.1
10824,Jerami Grant\grantje01,24-232,F,10/30/18,OKC,,LAC,W,1,26,5,7,0.714,4,5,0.8,1,2,0.5,1,3,0.333,1,4,5,1,1,0,1,4,12,9.3
10825,Jerian Grant\grantje02,26-083,G,12/31/18,ORL,@,CHO,L,1,26,4,10,0.4,3,6,0.5,1,4,0.25,0,0,,0,2,2,5,1,0,0,1,9,8.3
10826,Jerian Grant\grantje02,26-059,G,12/7/18,ORL,,IND,L,0,26,1,2,0.5,0,0,,1,2,0.5,2,2,1,0,3,3,3,1,0,3,3,5,3.8
10827,Jerian Grant\grantje02,26-008,G,10/17/18,ORL,,MIA,W,0,26,3,7,0.429,3,5,0.6,0,2,0,1,2,0.5,0,2,2,1,2,0,1,2,7,4.4
10828,Jerian Grant\grantje02,26-075,G,12/23/18,ORL,,MIA,L,0,26,2,5,0.4,1,2,0.5,1,3,0.333,3,3,1,1,0,1,1,1,0,2,3,8,4.5
10829,Jerian Grant\grantje02,26-018,G,10/27/18,ORL,@,MIL,L,0,26,2,7,0.286,1,4,0.25,1,3,0.333,0,0,,2,3,5,2,3,1,2,2,5,5.5
10830,Danny Green\greenda02,31-148,G-F,11/17/18,TOR,@,CHI,W,1,26,7,7,1,4,4,1,3,3,1,0,0,,1,3,4,3,1,0,1,2,17,17.8
10831,Danny Green\greenda02,31-195,G-F,1/3/19,TOR,@,SAS,L,1,26,0,7,0,0,1,0,0,6,0,0,0,,0,4,4,1,0,1,0,3,0,-3.5
10832,Danny Green\greenda02,31-135,G-F,11/4/18,TOR,@,LAL,W,1,26,5,8,0.625,0,0,,5,8,0.625,0,0,,1,2,3,3,0,2,1,3,15,14
10833,Danny Green\greenda02,31-133,G-F,11/2/18,TOR,@,PHO,W,1,26,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,0,2,2,0,1,1,2,1,8,3.5
10834,Danny Green\greenda02,31-122,G-F,10/22/18,TOR,,CHO,W,1,26,6,8,0.75,2,2,1,4,6,0.667,0,0,,0,6,6,2,1,2,1,2,16,16.6
10835,Danny Green\greenda02,31-209,G-F,1/17/19,TOR,,PHO,W,1,26,3,6,0.5,2,3,0.667,1,3,0.333,2,3,0.667,0,1,1,1,1,0,0,2,9,6.8
10836,Danny Green\greenda02,31-261,G-F,3/10/19,TOR,@,MIA,W,1,26,5,9,0.556,0,1,0,5,8,0.625,0,0,,0,6,6,4,1,0,3,3,15,12.1
10837,Draymond Green\greendr01,28-341,F,2/8/19,GSW,@,PHO,W,1,26,5,7,0.714,5,5,1,0,2,0,3,4,0.75,0,4,4,3,0,1,4,3,13,8.5
10838,Gerald Green\greenge01,32-277,G-F,10/30/18,HOU,,POR,L,0,26,1,10,0.1,0,1,0,1,9,0.111,0,0,,2,2,4,2,0,0,0,1,3,-0.6
10839,Gerald Green\greenge01,32-314,G-F,12/6/18,HOU,@,UTA,L,0,26,3,8,0.375,1,1,1,2,7,0.286,0,0,,1,4,5,0,1,0,2,2,8,3.7
10840,JaMychal Green\greenja01,28-172,F,12/10/18,MEM,@,DEN,L,0,26,4,10,0.4,3,6,0.5,1,4,0.25,4,4,1,4,6,10,0,0,1,2,0,13,10.9
10841,JaMychal Green\greenja01,28-209,F,1/16/19,MEM,,MIL,L,0,26,4,11,0.364,2,6,0.333,2,5,0.4,4,6,0.667,6,4,10,3,1,3,4,2,14,12.9
10842,JaMychal Green\greenja01,28-162,F,11/30/18,MEM,@,BRK,W,0,26,5,10,0.5,4,8,0.5,1,2,0.5,0,0,,2,2,4,0,1,0,5,1,11,3.6
10843,Jeff Green\greenje02,32-084,F,11/20/18,WAS,,LAC,W,0,26,8,11,0.727,5,5,1,3,6,0.5,1,1,1,1,6,7,3,1,1,0,1,20,21.4
10844,Jeff Green\greenje02,32-113,F,12/19/18,WAS,@,HOU,L,1,26,5,9,0.556,5,7,0.714,0,2,0,2,3,0.667,1,2,3,2,0,0,0,2,12,9.2
10845,Jeff Green\greenje02,32-164,F,2/8/19,WAS,,CLE,W,1,26,4,7,0.571,2,2,1,2,5,0.4,5,5,1,1,7,8,4,0,1,2,2,15,15.2
10846,Jeff Green\greenje02,32-117,F,12/23/18,WAS,@,IND,L,1,26,4,10,0.4,3,5,0.6,1,5,0.2,1,1,1,1,2,3,2,0,0,3,1,10,3.9
10847,Blake Griffin\griffbl01,29-238,F,11/9/18,DET,@,ATL,W,1,26,2,10,0.2,1,5,0.2,1,5,0.2,1,3,0.333,0,9,9,9,2,0,1,2,6,8.2
10848,Blake Griffin\griffbl01,29-360,F,3/11/19,DET,@,BRK,L,1,26,1,10,0.1,0,5,0,1,5,0.2,7,8,0.875,2,5,7,6,1,0,4,2,10,6.3
10849,Blake Griffin\griffbl01,29-351,F,3/2/19,DET,@,CLE,W,1,26,6,10,0.6,4,6,0.667,2,4,0.5,0,0,,2,5,7,9,0,1,3,0,14,16.3
10850,Tim Hardaway\hardati02,26-240,G,11/11/18,NYK,,ORL,L,1,26,2,12,0.167,2,6,0.333,0,6,0,3,4,0.75,0,6,6,1,1,0,2,3,7,-0.7
10851,Tim Hardaway\hardati02,26-288,G,12/29/18,NYK,@,UTA,L,1,26,5,13,0.385,3,6,0.5,2,7,0.286,6,7,0.857,1,1,2,0,1,0,5,2,18,6.7
10852,Tim Hardaway\hardati02,26-327,G,2/6/19,DAL,,CHO,W,0,26,5,16,0.313,3,7,0.429,2,9,0.222,0,0,,1,3,4,2,1,1,1,2,12,5.7
10853,Maurice Harkless\harklma01,25-290,F-G,2/25/19,POR,@,CLE,W,1,26,4,7,0.571,3,5,0.6,1,2,0.5,0,0,,1,7,8,3,2,0,1,2,9,10.8
10854,Maurice Harkless\harklma01,25-226,F-G,12/23/18,POR,,DAL,W,1,26,6,9,0.667,5,7,0.714,1,2,0.5,0,0,,2,2,4,1,1,0,1,5,13,9.8
10855,Maurice Harkless\harklma01,25-323,F-G,3/30/19,POR,@,DET,L,1,26,5,11,0.455,5,10,0.5,0,1,0,0,0,,3,7,10,2,1,3,2,5,10,9
10856,Montrezl Harrell\harremo01,24-355,F-C,1/16/19,LAC,,UTA,L,0,26,5,11,0.455,5,11,0.455,0,0,,1,2,0.5,2,5,7,2,3,1,2,5,11,8.9
10857,Montrezl Harrell\harremo01,24-362,F-C,1/23/19,LAC,@,MIA,W,0,26,6,7,0.857,6,7,0.857,0,0,,4,8,0.5,1,4,5,1,0,1,0,2,16,14.4
10858,Montrezl Harrell\harremo01,24-323,F-C,12/15/18,LAC,@,OKC,L,0,26,8,14,0.571,7,13,0.538,1,1,1,4,7,0.571,3,3,6,3,0,1,3,3,21,14.8
10859,Montrezl Harrell\harremo01,24-313,F-C,12/5/18,LAC,@,MEM,L,0,26,4,8,0.5,4,7,0.571,0,1,0,0,0,,1,2,3,0,1,0,1,1,8,4.9
10860,Montrezl Harrell\harremo01,24-331,F-C,12/23/18,LAC,@,GSW,L,0,26,6,11,0.545,6,10,0.6,0,1,0,1,3,0.333,0,3,3,2,0,0,2,4,13,5.6
10861,Montrezl Harrell\harremo01,25-027,F-C,2/22/19,LAC,@,MEM,W,0,26,11,14,0.786,11,12,0.917,0,2,0,8,10,0.8,0,3,3,1,0,0,3,4,30,20.8
10862,Montrezl Harrell\harremo01,25-045,F-C,3/12/19,LAC,,POR,L,0,26,8,15,0.533,7,14,0.5,1,1,1,5,8,0.625,8,3,11,3,0,3,2,3,22,21
